animal_zodiac,kr,emoji,headline,upper,mid,lower,lucky_color,lucky_number,lucky_place,avoid,sympathy
monkey,원숭이띠,🐵,"🐵 원숭이띠 이번 달은 ""재치가 빛나는 달""입니다.
한 마디가 분위기를 바꿀 수 있습니다.","🔧 문제 해결 능력이 빛나는 때입니다.
막혔던 것들이 의외로
쉽게 풀리기 시작합니다.","🔄 상황이 빠르게 바뀌는 시기입니다.
유연하게 대응하는 능력이
가장 큰 무기가 됩니다.","🔄 마무리와 시작이
동시에 일어나는 시기입니다.
유연하게 두 가지를 다 챙기세요.",옐로우·스카이블루,3·9,다양한 사람이 모이는 곳,너무 많은 것 동시에 시작,"재치 있게 말했는데 오해가 생긴 원숭이띠라면,
이번 달 직접적으로 말하는 것이 더 효과적입니다."
monkey,원숭이띠,🐵,"🐵 원숭이띠 이번 달은 ""적응력이 무기인 달""입니다.
변화를 먼저 받아들이는 쪽이 유리합니다.","🌐 다양한 분야의 사람을 만나기
좋은 시기입니다.
전혀 다른 분야에서 힌트가 옵니다.","🌐 다양한 분야의 사람들과
연결되는 기회가 생깁니다.
넓게 열려있는 자세가 중요합니다.","🎯 이달 가장 잘한 것 하나를
스스로 인정해주세요.
자기 평가가 다음 달 에너지를 만듭니다.",옐로우·스카이블루,3·9,다양한 사람이 모이는 곳,너무 많은 것 동시에 시작,"변화가 너무 많아서 지쳐있는 원숭이띠라면,
이번 달 후반부터 안정적인 흐름이 옵니다."
monkey,원숭이띠,🐵,"🐵 원숭이띠 이번 달은 ""창의력이 통하는 달""입니다.
엉뚱해 보이는 방향이 정답일 수 있어요.","🎯 여러 가지를 동시에 하고 싶은 충동.
상순만큼은 딱 두 가지에만
집중하는 것이 효율적입니다.","🎯 여러 선택지 중 하나를
골라야 하는 시기입니다.
가장 재미있을 것 같은 쪽을 선택하세요.","🌐 새로운 연결이
하순에 생기기 시작합니다.
열린 자세로 받아들이세요.",옐로우·스카이블루,3·9,다양한 사람이 모이는 곳,너무 많은 것 동시에 시작,"새로운 것을 시작하고 싶은 충동이 강한 원숭이띠라면,
이번 달 상순이 딱 맞는 타이밍입니다."
rooster,닭띠,🐓,"🐓 닭띠 이번 달은 ""준비한 것이 빛나는 달""입니다.
꼼꼼하게 쌓아온 것이 드러납니다.","📋 계획을 세우고 실행하기
가장 좋은 타이밍입니다.
꼼꼼하게 준비한 것이 빛을 발합니다.","📊 성과가 가시화되기 시작하는 시기입니다.
열심히 한 것이
숫자로 드러나기 시작해요.","📊 이달의 성과를
객관적으로 평가하는 시기입니다.
잘한 것도, 아쉬운 것도
냉정하게 보는 것이 중요합니다.",화이트·네이비,5·10,정돈된 공간·도서관·사무실,완벽주의로 인한 지연,"요즘 완벽하게 하려다 아무것도 못 끝낸 것 같은 닭띠라면,
이번 달은 80점짜리 완성이 목표입니다."
rooster,닭띠,🐓,"🐓 닭띠 이번 달은 ""완벽보다 완성인 달""입니다.
80점짜리 실행이 100점짜리 계획보다 낫습니다.","🔍 디테일이 차이를 만드는 시기입니다.
작은 것 하나를 제대로 끝내는 것이
이달 상순의 가장 큰 성취입니다.","💼 중요한 보고·발표·면접이
있을 수 있는 때입니다.
꼼꼼하게 준비하면 반드시 통합니다.","📋 다음 달 계획을
미리 세우는 시기입니다.
꼼꼼하게 준비하면
다음 달 시작이 달라집니다.",화이트·네이비,5·10,정돈된 공간·도서관·사무실,완벽주의로 인한 지연,"열심히 했는데 인정받지 못한 것 같은 닭띠라면,
이번 달 중순부터 그 노력이 보이기 시작합니다."
rooster,닭띠,🐓,"🐓 닭띠 이번 달은 ""솔직함이 신뢰를 만드는 달""입니다.
돌려 말하기보다 직접 말하는 것이 낫습니다.","💼 업무·일 관련 능력이
인정받기 시작하는 때입니다.
성과를 자연스럽게 드러내도 됩니다.","🔍 숨겨진 문제가 발견되는 시기.
불편하더라도 직면하는 것이
나중에 더 낫습니다.","💼 마무리를 완벽하게
하고 싶은 시기입니다.
80점이어도 괜찮습니다.
끝내는 것이 가장 중요합니다.",화이트·네이비,5·10,정돈된 공간·도서관·사무실,완벽주의로 인한 지연,"기준이 너무 높아서 본인도 힘든 닭띠라면,
이번 달은 자신에게 조금 관대해도 됩니다."
rooster,닭띠,🐓,"🐓 닭띠 이번 달은 ""부지런함이 보상받는 달""입니다.
일찍 움직인 것이 유리한 위치를 만듭니다.","⏰ 일찍 움직인 것이
유리한 위치를 만드는 시기입니다.
서두르되 꼼꼼함은 유지하세요.","💬 솔직한 피드백을 주고받기
좋은 타이밍입니다.
듣는 것도, 말하는 것도 용기가 필요합니다.","🏅 이달 열심히 한
자신을 칭찬해주세요.
스스로를 인정하는 것이
다음 달 에너지를 만듭니다.",화이트·네이비,5·10,정돈된 공간·도서관·사무실,완벽주의로 인한 지연,"솔직하게 말했다가 상처를 준 것 같은 닭띠라면,
이번 달 타이밍을 조금 늦추는 연습이 도움이 됩니다."
rooster,닭띠,🐓,"🐓 닭띠 이번 달은 ""디테일이 차이를 만드는 달""입니다.
작은 것 하나가 결과를 바꿉니다.","📊 분석하고 정리하는 능력이
돋보이는 시기입니다.
데이터와 근거가 설득력을 만듭니다.","📈 금전운이 안정적으로 유지되는 시기.
큰 변화보다 꾸준한
관리가 더 효과적입니다.","🌱 다음 달을 위한
씨앗을 심는 시기입니다.
작은 것부터 준비를 시작하세요.",화이트·네이비,5·10,정돈된 공간·도서관·사무실,완벽주의로 인한 지연,"부지런하게 했는데 결과가 안 나오는 것 같은 닭띠라면,
이번 달 후반부터 서서히 보이기 시작합니다."
dog,개띠,🐶,"🐶 개띠 이번 달은 ""의리가 복이 되는 달""입니다.
믿어온 사람에게서 뜻밖의 도움이 옵니다.","🤝 오래된 관계에서
뜻밖의 도움이 오는 시기입니다.
지켜온 인연이 힘이 됩니다.","💛 신뢰가 쌓이는 가장 좋은 타이밍입니다.
작은 약속 하나를
반드시 지켜보세요.","💛 이달 함께한 사람들에게
감사를 전하기 좋은 때입니다.
작은 마음이 큰 감동이 됩니다.",버건디·웜그레이,4·8,오래된 단골집·익숙한 공간,의리 때문에 손해 보기,"의리 때문에 손해 보고 있는 것 같은 개띠라면,
이번 달 그 의리가 예상보다 빨리 돌아옵니다."
dog,개띠,🐶,"🐶 개띠 이번 달은 ""신뢰가 쌓이는 달""입니다.
꾸준히 지켜온 것들이 인정받습니다.","💛 진심이 통하는 시기입니다.
꾸미지 않아도 됩니다.
솔직한 모습이 신뢰를 만듭니다.","🤝 도움을 주고받는 관계가
형성되는 시기입니다.
의리가 이달 중순의 핵심 키워드입니다.","🛡️ 지켜온 것들을
다시 한번 점검하는 시기입니다.
소중한 것을 잃지 않게 확인하세요.",버건디·웜그레이,4·8,오래된 단골집·익숙한 공간,의리 때문에 손해 보기,"믿었던 사람이 실망스러웠던 개띠라면,
이번 달 진짜 내 편이 누군지 보이기 시작합니다."
dog,개띠,🐶,"🐶 개띠 이번 달은 ""진심이 통하는 달""입니다.
솔직한 한마디가 관계를 단단하게 합니다.","🏅 묵묵히 해온 것들이
드디어 인정받기 시작합니다.
조금만 더 버텨보세요.","🛡️ 중요한 것을 지켜야 하는 시기입니다.
타협하지 말아야 할 선을
미리 정해두세요.","🌟 신뢰가 결실로
돌아오는 마지막 시기입니다.
꾸준함이 이달 하순의 힘입니다.",버건디·웜그레이,4·8,오래된 단골집·익숙한 공간,의리 때문에 손해 보기,"솔직하게 말하고 싶은데 관계가 틀어질까 봐 못 한 개띠라면,
이번 달은 솔직함이 오히려 관계를 단단하게 합니다."
dog,개띠,🐶,"🐶 개띠 이번 달은 ""충직함이 빛나는 달""입니다.
묵묵히 해온 것들이 결실을 맺습니다.","🛡️ 주변을 지키려는 마음이
더 강해지는 시기입니다.
그 충성심이 이달 상순의 강점입니다.","💬 솔직한 대화가 관계를
더 단단하게 만드는 때입니다.
하고 싶은 말을 솔직하게 하세요.","🤝 다음 달의 새로운 연결이
하순에 시작됩니다.
먼저 손을 내밀어 보세요.",버건디·웜그레이,4·8,오래된 단골집·익숙한 공간,의리 때문에 손해 보기,"열심히 지켜왔는데 혼자인 것 같은 개띠라면,
이번 달 그 충성심을 알아보는 사람이 나타납니다."
dog,개띠,🐶,"🐶 개띠 이번 달은 ""관계 정리가 필요한 달""입니다.
진짜 내 편이 누군지 이번 달에 보입니다.","📞 먼저 연락하고 싶었던 사람이 있다면
상순이 딱 맞는 타이밍입니다.
의외로 반가운 반응이 옵니다.","🌟 오랫동안 쌓아온 신뢰가
빛을 발하는 시기입니다.
그 관계를 더 소중히 여기세요.","🏠 가까운 사람과의
따뜻한 마무리가 중요한 시기입니다.
소소한 것들이 관계를 단단하게 합니다.",버건디·웜그레이,4·8,오래된 단골집·익숙한 공간,의리 때문에 손해 보기,"감정 표현이 어려워서 답답한 개띠라면,
이번 달 하순이 마음을 꺼내기 좋은 타이밍입니다."
pig,돼지띠,🐷,"🐷 돼지띠 이번 달은 ""사람이 복이 되는 달""입니다.
예상 못한 연락 하나가 흐름을 바꿉니다.","🌟 좋은 에너지가 흘러들어오는 시기입니다.
사람들이 자연스럽게
당신 곁으로 모이기 시작해요.","🎊 즐거운 모임이나 이벤트가
생기는 시기입니다.
참여할수록 좋은 기운이 쌓입니다.","🌟 이달의 즐거운 기억을
마음에 담아두는 시기입니다.
좋은 것들을 감사하게 여기세요.",딥그린·골드,3·17,카페·공원·야간 산책길,즉흥적인 지출,"요즘 괜히 지치고 귀찮았던 돼지띠라면,
이번 달 후반부터 분위기가 조금씩 바뀌는 느낌을 받습니다."
pig,돼지띠,🐷,"🐷 돼지띠 이번 달은 ""풍요가 흐르는 달""입니다.
욕심은 하나씩만 챙기면 다 들어옵니다.","🎊 예상치 못한 즐거운 소식이
생길 수 있는 시기입니다.
기대하지 않은 곳에서 옵니다.","💰 예상치 못한 수입이나
이득이 생길 수 있습니다.
단, 지출도 함께 늘어날 수 있으니 주의하세요.","💰 하순에 예상치 못한
이득이 생길 수 있습니다.
단, 지출도 함께 확인하세요.",딥그린·골드,3·17,카페·공원·야간 산책길,즉흥적인 지출,"좋은 것들을 너무 많이 하려다 지친 돼지띠라면,
이번 달은 하나씩만 챙기면 됩니다."
pig,돼지띠,🐷,"🐷 돼지띠 이번 달은 ""즐거움이 운을 부르는 달""입니다.
좋아하는 것을 할수록 기운이 올라갑니다.","💰 작은 수입이나 이득이
생기는 흐름입니다.
크게 욕심내지 않으면 자연스럽게 들어옵니다.","🤗 주변 사람들과의 관계가
더 깊어지는 때입니다.
먼저 다가가는 쪽이 유리합니다.","🤗 이달 만난 사람들과
더 깊은 인연으로 이어지는 때입니다.
마무리 인사가 중요합니다.",딥그린·골드,3·17,카페·공원·야간 산책길,즉흥적인 지출,"사람들에게 너무 많이 주고 정작 자신이 비어있는 돼지띠라면,
이번 달은 자신을 먼저 채우는 시기입니다."
pig,돼지띠,🐷,"🐷 돼지띠 이번 달은 ""나눔이 돌아오는 달""입니다.
베풀수록 더 크게 돌아오는 흐름입니다.","🤗 사람들에게 인기가 높아지는 시기.
만남이 많아질수록
좋은 기운도 함께 쌓입니다.","🌸 하고 싶은 것을 하나씩
실행하기 좋은 타이밍입니다.
즐거움이 운을 끌어올립니다.","🎊 이달을 즐겁게 마무리하는 시기.
요즘 괜히 지치고 귀찮았다면
하순부터 분위기가 바뀝니다.",딥그린·골드,3·17,카페·공원·야간 산책길,즉흥적인 지출,"즉흥적으로 지출했다가 후회한 적이 있는 돼지띠라면,
이번 달은 가격표 먼저 보는 습관을 지켜보세요."
pig,돼지띠,🐷,"🐷 돼지띠 이번 달은 ""분위기가 바뀌는 달""입니다.
후반부로 갈수록 좋아지는 흐름입니다.","🌸 하고 싶었던 것을 시작하기
좋은 타이밍입니다.
설레는 마음이 드는 방향이 맞습니다.","🎯 목표를 향해 집중력이
높아지는 시기입니다.
분위기에 휩쓸리지 말고 중심을 잡으세요.","🌸 다음 달에 대한 기대와
설렘이 생기기 시작합니다.
좋은 흐름이 이어질 거예요.",딥그린·골드,3·17,카페·공원·야간 산책길,즉흥적인 지출,"분위기가 안 좋아서 위축된 돼지띠라면,
이번 달 중순부터 에너지가 다시 올라옵니다."
